device,loop,zone,description,subtype,type,name,locationId
29,1,2003,BASEMENT 1 VALVE HYD B01-TBC,a03,HYD,L1 - D29 - Z2003 - BASEMENT 1 VALVE HYD B01-TBC - HYD,
120,1,918,TOWER 4 TOP OF LIFT Q2,x02,OPT,L1 - D120 - Z918 - TOWER 4 TOP OF LIFT Q2 - OPT,
121,1,917,TOWER 4 TOP OF LIFT Q1,x02,OPT,L1 - D121 - Z917 - TOWER 4 TOP OF LIFT Q1 - OPT,
1,2,31,IRD-ICG-L00-FTR-01 RESI LOBBY,x02,OPT,L2 - D1 - Z31 - IRD-ICG-L00-FTR-01 RESI LOBBY - OPT,IRD-ICG-L00-FTR-01
2,2,31,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,L2 - D2 - Z31 - IRD-ICG-L00-CSV-14 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-14
3,2,31,IRD-ICG-L00-FTR-01 RESI LOBBY,x02,OPT,L2 - D3 - Z31 - IRD-ICG-L00-FTR-01 RESI LOBBY - OPT,IRD-ICG-L00-FTR-01
4,2,31,IRD-IT4-L00-SEL-01 ELEC CUPBOARD,x02,OPT,L2 - D4 - Z31 - IRD-IT4-L00-SEL-01 ELEC CUPBOARD - OPT,IRD-IT4-L00-SEL-01
5,2,30,IRD-ICG-L00-SIC-20 COMMS CUPBOARD,x02,OPT,L2 - D5 - Z30 - IRD-ICG-L00-SIC-20 COMMS CUPBOARD - OPT,IRD-ICG-L00-SIC-20
6,2,30,IRD-ICG-L00-FTR-01 RESI LOBBY,x02,OPT,L2 - D6 - Z30 - IRD-ICG-L00-FTR-01 RESI LOBBY - OPT,IRD-ICG-L00-FTR-01
7,2,30,IRD-ICG-L00-FTR-01 RESI LOBBY,x02,OPT,L2 - D7 - Z30 - IRD-ICG-L00-FTR-01 RESI LOBBY - OPT,IRD-ICG-L00-FTR-01
8,2,30,IRD-ICG-L00-SIC-09 COMMS CUPBOARD,x02,OPT,L2 - D8 - Z30 - IRD-ICG-L00-SIC-09 COMMS CUPBOARD - OPT,IRD-ICG-L00-SIC-09
9,2,30,IRD-ICG-L00-FTR-01 RESI LOBBY,x02,OPT,L2 - D9 - Z30 - IRD-ICG-L00-FTR-01 RESI LOBBY - OPT,IRD-ICG-L00-FTR-01
10,2,31,IRD-ICG-L00-CSV-15 BOH CORRIDOR,x02,OPT,L2 - D10 - Z31 - IRD-ICG-L00-CSV-15 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-15
11,2,31,IRD-ICG-L00-BCS-05 BOH MAN TRAP,x02,OPT,L2 - D11 - Z31 - IRD-ICG-L00-BCS-05 BOH MAN TRAP - OPT,IRD-ICG-L00-BCS-05
12,2,31,IRD-ICG-L00-CSV-15 BOH CORRIDOR,x02,OPT,L2 - D12 - Z31 - IRD-ICG-L00-CSV-15 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-15
13,2,31,IRD-ICG-L00-BCS-03 BOH TROLLEY,x02,OPT,L2 - D13 - Z31 - IRD-ICG-L00-BCS-03 BOH TROLLEY - OPT,IRD-ICG-L00-BCS-03
14,2,31,IRD-ICG-L00-BCS-03 BOH TROLLEY,x02,OPT,L2 - D14 - Z31 - IRD-ICG-L00-BCS-03 BOH TROLLEY - OPT,IRD-ICG-L00-BCS-03
15,2,31,IRD-ICG-L00-BCS-03 BOH TROLLEY,x02,OPT,L2 - D15 - Z31 - IRD-ICG-L00-BCS-03 BOH TROLLEY - OPT,IRD-ICG-L00-BCS-03
16,2,31,IRD-ICG-L00-BCS-03 BOH TROLLEY,x02,OPT,L2 - D16 - Z31 - IRD-ICG-L00-BCS-03 BOH TROLLEY - OPT,IRD-ICG-L00-BCS-03
17,2,3301,IRD-ICG-L00-CSV-15 BOH CORRI MDH,a03,MDH,L2 - D17 - Z3301 - IRD-ICG-L00-CSV-15 BOH CORRI MDH - MDH,IRD-ICG-L00-CSV-15
18,2,31,IRD-ICG-L00-CSV-15 BOH CORRIDOR,x02,OPT,L2 - D18 - Z31 - IRD-ICG-L00-CSV-15 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-15
19,2,30,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,L2 - D19 - Z30 - IRD-ICG-L00-CSV-14 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-14
20,2,30,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,L2 - D20 - Z30 - IRD-ICG-L00-CSV-14 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-14
21,2,30,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,L2 - D21 - Z30 - IRD-ICG-L00-CSV-14 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-14
22,2,30,IRD-ICG-L00-PEL-23 HV MSB 2,x02,OPT,L2 - D22 - Z30 - IRD-ICG-L00-PEL-23 HV MSB 2 - OPT,IRD-ICG-L00-PEL-23
23,2,30,IRD-ICG-L00-PEL-23 HV MSB 2,x02,OPT,L2 - D23 - Z30 - IRD-ICG-L00-PEL-23 HV MSB 2 - OPT,IRD-ICG-L00-PEL-23
24,2,30,IRD-ICG-L00-PEL-23 HV MSB 2,x02,OPT,L2 - D24 - Z30 - IRD-ICG-L00-PEL-23 HV MSB 2 - OPT,IRD-ICG-L00-PEL-23
25,2,30,IRD-ICG-L00-PEL-22 ENERGEX COMMS,x02,OPT,L2 - D25 - Z30 - IRD-ICG-L00-PEL-22 ENERGEX COMMS - OPT,IRD-ICG-L00-PEL-22
26,2,30,IRD-ICG-L00-PEL-03 MSB-4,x02,OPT,L2 - D26 - Z30 - IRD-ICG-L00-PEL-03 MSB-4 - OPT,IRD-ICG-L00-PEL-03
27,2,30,IRD-ICG-L00-PEL-03 MSB-4,x02,OPT,L2 - D27 - Z30 - IRD-ICG-L00-PEL-03 MSB-4 - OPT,IRD-ICG-L00-PEL-03
28,2,30,IRD-ICG-L00-PEL-21 IT4 SUBSTATION,x02,OPT,L2 - D28 - Z30 - IRD-ICG-L00-PEL-21 IT4 SUBSTATION - OPT,IRD-ICG-L00-PEL-21
29,2,30,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,L2 - D29 - Z30 - IRD-ICG-L00-CSV-14 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-14
30,2,30,IRD-ICG-L00-CSV-20 BOH CORRIDOR,x02,OPT,L2 - D30 - Z30 - IRD-ICG-L00-CSV-20 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-20
31,2,30,IRD-ICG-L00-CSV-17 BOH CORRIDOR,x02,OPT,L2 - D31 - Z30 - IRD-ICG-L00-CSV-17 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-17
32,2,30,IRD-ICG-L00-PIC-05 IT4 MCR,x02,OPT,L2 - D32 - Z30 - IRD-ICG-L00-PIC-05 IT4 MCR - OPT,IRD-ICG-L00-PIC-05
33,2,30,IRD-ICG-L00-CSV-20 BOH CORRIDOR,x02,OPT,L2 - D33 - Z30 - IRD-ICG-L00-CSV-20 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-20
34,2,32,IRD-ICG-L00-CSV-15 BOH CORRIDOR,x02,OPT,L2 - D34 - Z32 - IRD-ICG-L00-CSV-15 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-15
35,2,3208,LEVEL 00 EXIT INTERFACE STH,a03,SIGN,L2 - D35 - Z3208 - LEVEL 00 EXIT INTERFACE STH - SIGN,
36,2,31,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,L2 - D36 - Z31 - IRD-ICG-L00-CSV-14 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-14
37,2,3301,IRD-ICG-L00-BTW-01 REFUSE DOOR,a03,ROLLER,L2 - D37 - Z3301 - IRD-ICG-L00-BTW-01 REFUSE DOOR - ROLLER,IRD-ICG-L00-BTW-01
38,2,3301,IRD-ICG-L00-BTW-01 REFUSE DOOR,a03,ROLLER,L2 - D38 - Z3301 - IRD-ICG-L00-BTW-01 REFUSE DOOR - ROLLER,IRD-ICG-L00-BTW-01
39,2,40,IRD-ICG-L01-CGS-06 BOH CORRIDOR,x02,OPT,L2 - D39 - Z40 - IRD-ICG-L01-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-06
40,2,40,IRD-ICG-L01-CGS-06 BOH CORRIDOR,x02,OPT,L2 - D40 - Z40 - IRD-ICG-L01-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-06
41,2,40,IRD-ICG-L01-CGS-10 BOH CORRIDOR,x02,OPT,L2 - D41 - Z40 - IRD-ICG-L01-CGS-10 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-10
42,2,40,IRD-ICG-L01-CGS-10 BOH CORRIDOR,x02,OPT,L2 - D42 - Z40 - IRD-ICG-L01-CGS-10 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-10
43,2,40,IRD-ICG-L01-CGS-06 BOH CORRIDOR,x02,OPT,L2 - D43 - Z40 - IRD-ICG-L01-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-06
44,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L2 - D44 - Z40 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
45,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L2 - D45 - Z40 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
46,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L2 - D46 - Z40 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
47,2,40,IRD-ICG-L01-BCM-10 CARD + DICE,x02,OPT,L2 - D47 - Z40 - IRD-ICG-L01-BCM-10 CARD + DICE - OPT,IRD-ICG-L01-BCM-10
48,2,40,IRD-ICG-L01-BCM-10 CARD + DICE,x02,OPT,L2 - D48 - Z40 - IRD-ICG-L01-BCM-10 CARD + DICE - OPT,IRD-ICG-L01-BCM-10
49,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L2 - D49 - Z40 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
50,2,40,IRD-ICG-L01-CGS-10 BOH CORRIDOR,x02,OPT,L2 - D50 - Z40 - IRD-ICG-L01-CGS-10 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-10
51,2,40,IRD-ICG-L01-CGS-11 BOH CORRIDOR,x02,OPT,L2 - D51 - Z40 - IRD-ICG-L01-CGS-11 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-11
52,2,40,IRD-ICG-L01-PIC-01 IT4 MCCR + DAS,x02,OPT,L2 - D52 - Z40 - IRD-ICG-L01-PIC-01 IT4 MCCR + DAS - OPT,IRD-ICG-L01-PIC-01
53,2,40,IRD-ICG-L01-PIC-01 IT4 MCCR + DAS,x02,OPT,L2 - D53 - Z40 - IRD-ICG-L01-PIC-01 IT4 MCCR + DAS - OPT,IRD-ICG-L01-PIC-01
54,2,40,IRD-ICG-L01-SIC-20 COMMS CUPBOARD,x02,OPT,L2 - D54 - Z40 - IRD-ICG-L01-SIC-20 COMMS CUPBOARD - OPT,IRD-ICG-L01-SIC-20
55,2,40,IRD-IT4-L01-SEL-01 ELEC CUPBOARD,x02,OPT,L2 - D55 - Z40 - IRD-IT4-L01-SEL-01 ELEC CUPBOARD - OPT,IRD-IT4-L01-SEL-01
56,2,40,IRD-ICG-L01-CGS-06 BOH CORRIDOR,x02,OPT,L2 - D56 - Z40 - IRD-ICG-L01-CGS-06 BOH CORRIDOR - OPT,IRD-ICG-L01-CGS-06
57,2,41,IRD-ICG-L01-SIC-09 COMMS CUPBOARD,x02,OPT,L2 - D57 - Z41 - IRD-ICG-L01-SIC-09 COMMS CUPBOARD - OPT,IRD-ICG-L01-SIC-09
58,2,41,IRD-ICG-L01-SEL-05 ELEC CUPBOARD,x02,OPT,L2 - D58 - Z41 - IRD-ICG-L01-SEL-05 ELEC CUPBOARD - OPT,IRD-ICG-L01-SEL-05
59,2,40,IRD-ICG-L01-SIC-10 COMMS CUPBOARD,x02,OPT,L2 - D59 - Z40 - IRD-ICG-L01-SIC-10 COMMS CUPBOARD - OPT,IRD-ICG-L01-SIC-10
60,2,41,IRD-ICG-L01-STB-02 VISITOR BIKE,x02,OPT,L2 - D60 - Z41 - IRD-ICG-L01-STB-02 VISITOR BIKE - OPT,IRD-ICG-L01-STB-02
61,2,41,IRD-ICG-L01-PEL-06 IT4 MSB,x02,OPT,L2 - D61 - Z41 - IRD-ICG-L01-PEL-06 IT4 MSB - OPT,IRD-ICG-L01-PEL-06
62,2,41,IRD-ICG-L01-PEL-06 IT4 MSB,x02,OPT,L2 - D62 - Z41 - IRD-ICG-L01-PEL-06 IT4 MSB - OPT,IRD-ICG-L01-PEL-06
63,2,3400,IRD-ICG-L01-SIC-20 SECURITY TRIP,a03,SEC,L2 - D63 - Z3400 - IRD-ICG-L01-SIC-20 SECURITY TRIP - SEC,IRD-ICG-L01-SIC-20
64,2,30,IRD-ICG-L00-STT-01 IT4 FURNITURE,x02,OPT,L2 - D64 - Z30 - IRD-ICG-L00-STT-01 IT4 FURNITURE - OPT,IRD-ICG-L00-STT-01
65,2,30,IRD-ICG-L00-STG-02 MECH,x02,OPT,L2 - D65 - Z30 - IRD-ICG-L00-STG-02 MECH - OPT,IRD-ICG-L00-STG-02
66,2,2005,FPS-BMV-ICG-L01-01,a03,HYD,L2 - D66 - Z2005 - FPS-BMV-ICG-L01-01 - HYD,
67,2,40,IRD-ICG-L01-BCM-10 CARD + DICE,x02,OPT,L2 - D67 - Z40 - IRD-ICG-L01-BCM-10 CARD + DICE - OPT,IRD-ICG-L01-BCM-10
68,2,40,IRD-ICG-L01-BCM-10 CARD + DICE,x02,OPT,L2 - D68 - Z40 - IRD-ICG-L01-BCM-10 CARD + DICE - OPT,IRD-ICG-L01-BCM-10
69,2,41,IRD-ICG-L01-STB-01 RESI BIKE,x02,OPT,L2 - D69 - Z41 - IRD-ICG-L01-STB-01 RESI BIKE - OPT,IRD-ICG-L01-STB-01
70,2,41,IRD-ICG-L01-STB-01 RESI BIKE,x02,OPT,L2 - D70 - Z41 - IRD-ICG-L01-STB-01 RESI BIKE - OPT,IRD-ICG-L01-STB-01
71,2,41,IRD-ICG-L01-STB-01 RESI BIKE,x02,OPT,L2 - D71 - Z41 - IRD-ICG-L01-STB-01 RESI BIKE - OPT,IRD-ICG-L01-STB-01
72,2,40,IRD-IT4-L01-SFS-03 FIRE CUPBOARD,x02,OPT,L2 - D72 - Z40 - IRD-IT4-L01-SFS-03 FIRE CUPBOARD - OPT,IRD-IT4-L01-SFS-03
73,2,2005,LEVEL 01 VALVE HYD TBC,a03,HYD,L2 - D73 - Z2005 - LEVEL 01 VALVE HYD TBC - HYD,
74,2,41,IRD-ICG-L01-SEL-01 ENERGEX ROOM,x02,OPT,L2 - D74 - Z41 - IRD-ICG-L01-SEL-01 ENERGEX ROOM - OPT,IRD-ICG-L01-SEL-01
75,2,2005,LEVEL 01 SPRINK TANK VM,a03,SPRINK,L2 - D75 - Z2005 - LEVEL 01 SPRINK TANK VM - SPRINK,
76,2,2005,LEVEL 01 SPRINK TANK VM,a03,SPRINK,L2 - D76 - Z2005 - LEVEL 01 SPRINK TANK VM - SPRINK,
77,2,40,IRD-ICG-L01-SGA-01 GAS ROOM 1,x02,OPT,L2 - D77 - Z40 - IRD-ICG-L01-SGA-01 GAS ROOM 1 - OPT,IRD-ICG-L01-SGA-01
79,2,3208,LEVEL 01 EXIT INTERFACE STH,a03,SIGN,L2 - D79 - Z3208 - LEVEL 01 EXIT INTERFACE STH - SIGN,
80,2,40,IRD-ICG-L01-SGA-01 TANK-GAS CORRI,x02,OPT,L2 - D80 - Z40 - IRD-ICG-L01-SGA-01 TANK-GAS CORRI - OPT,IRD-ICG-L01-SGA-01
81,2,3301,IRD-ICG-L00-PME-05 FAN ROOM DOOR,a03,ROLLER,L2 - D81 - Z3301 - IRD-ICG-L00-PME-05 FAN ROOM DOOR - ROLLER,IRD-ICG-L00-PME-05
90,2,3301,IRD-ICG-L00-CSV-15 BOH CORRI DOOR,a03,DOOR,L2 - D90 - Z3301 - IRD-ICG-L00-CSV-15 BOH CORRI DOOR - DOOR,IRD-ICG-L00-CSV-15
91,2,30,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,L2 - D91 - Z30 - IRD-ICG-L00-CSV-14 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-14
92,2,30,IRD-ICG-L00-CSV-14 BOH CORRIDOR,x02,OPT,L2 - D92 - Z30 - IRD-ICG-L00-CSV-14 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-14
93,2,3301,IRD-ICG-L00-CSV-14 BOH CORRI DOOR,a03,DOOR,L2 - D93 - Z3301 - IRD-ICG-L00-CSV-14 BOH CORRI DOOR - DOOR,IRD-ICG-L00-CSV-14
94,2,32,IRD-ICG-L00-CSV-20 BOH CORRIDOR,x02,OPT,L2 - D94 - Z32 - IRD-ICG-L00-CSV-20 BOH CORRIDOR - OPT,IRD-ICG-L00-CSV-20
95,2,3301,IRD-ICG-L00-CSV-20 BOH CORRI DOOR,x09,DOOR,L2 - D95 - Z3301 - IRD-ICG-L00-CSV-20 BOH CORRI DOOR - DOOR,IRD-ICG-L00-CSV-20
96,2,32,IRD-ICG-L00-FTR-01 RESI LOBBY,x02,OPT,L2 - D96 - Z32 - IRD-ICG-L00-FTR-01 RESI LOBBY - OPT,IRD-ICG-L00-FTR-01
97,2,3301,IRD-ICG-L00-FTR-01 RESI LOB DOOR,a03,DOOR,L2 - D97 - Z3301 - IRD-ICG-L00-FTR-01 RESI LOB DOOR - DOOR,IRD-ICG-L00-FTR-01
100,2,1026,JACKING PUMP,a03,PUMP,L2 - D100 - Z1026 - JACKING PUMP - PUMP,
101,2,1026,ZONE 1 BOOST VALVE,a02,VM,L2 - D101 - Z1026 - ZONE 1 BOOST VALVE - VM,
102,2,1026,ANU BAR VALVES,a02,VM,L2 - D102 - Z1026 - ANU BAR VALVES - VM,
103,2,1026,ANU BAR,a03,VM,L2 - D103 - Z1026 - ANU BAR - VM,
104,2,1026,TOWNS MAIN VALVES,a03,VM,L2 - D104 - Z1026 - TOWNS MAIN VALVES - VM,
105,2,1024,SPRINKLER PRV ZONE 1,a03,VM,L2 - D105 - Z1024 - SPRINKLER PRV ZONE 1 - VM,
106,2,1026,SPRINKLER PUMP 1-2 VALVES,a03,VM,L2 - D106 - Z1026 - SPRINKLER PUMP 1-2 VALVES - VM,
107,2,1026,SPRINKLER PUMP 1-2 VALVES,a03,VM,L2 - D107 - Z1026 - SPRINKLER PUMP 1-2 VALVES - VM,
108,2,1026,SPRINKLER- RELAY PUMP VALVES,a03,VM,L2 - D108 - Z1026 - SPRINKLER- RELAY PUMP VALVES - VM,
109,2,1026,RELAY PUMP 1-2 VALVES,a03,VM,L2 - D109 - Z1026 - RELAY PUMP 1-2 VALVES - VM,
110,2,1026,RELAY PUMP 1-2 VALVES,a03,VM,L2 - D110 - Z1026 - RELAY PUMP 1-2 VALVES - VM,
111,2,1025,RELAY PRV ZONE 1,a03,VM,L2 - D111 - Z1025 - RELAY PRV ZONE 1 - VM,
112,2,1025,RELAY PRV ZONE 1-2,a03,VM,L2 - D112 - Z1025 - RELAY PRV ZONE 1-2 - VM,
113,2,1025,RELAY PRV ZONE 2-3,a03,VM,L2 - D113 - Z1025 - RELAY PRV ZONE 2-3 - VM,
114,2,1025,RELAY PRV ZONE 3,a03,VM,L2 - D114 - Z1025 - RELAY PRV ZONE 3 - VM,
115,2,1025,RELAY PRV ZONE 4,a03,VM,L2 - D115 - Z1025 - RELAY PRV ZONE 4 - VM,
116,2,1025,RELAY PRV ZONE 4-5,a03,VM,L2 - D116 - Z1025 - RELAY PRV ZONE 4-5 - VM,
117,2,1025,RELAY PRV ZONE 5-6,a03,VM,L2 - D117 - Z1025 - RELAY PRV ZONE 5-6 - VM,
118,2,1025,RELAY PRV ZONE 6,a03,VM,L2 - D118 - Z1025 - RELAY PRV ZONE 6 - VM,
119,2,1024,SPRINKLER PRV ZONE 1,a03,VM,L2 - D119 - Z1024 - SPRINKLER PRV ZONE 1 - VM,
120,2,1024,SPRINKLER PRV ZONE 2-3,a03,VM,L2 - D120 - Z1024 - SPRINKLER PRV ZONE 2-3 - VM,
121,2,1024,SPRINKLER PRV ZONE 2-3,a03,VM,L2 - D121 - Z1024 - SPRINKLER PRV ZONE 2-3 - VM,
122,2,1024,SPRINKLER PRV ZONE 3-4,a03,VM,L2 - D122 - Z1024 - SPRINKLER PRV ZONE 3-4 - VM,
123,2,1024,SPRINKLER PRV ZONE 3-4,a03,VM,L2 - D123 - Z1024 - SPRINKLER PRV ZONE 3-4 - VM,
124,2,1024,SPRINKLER PRV ZONE 4-5,a03,VM,L2 - D124 - Z1024 - SPRINKLER PRV ZONE 4-5 - VM,
125,2,1024,SPRINKLER PRV ZONE 5-6,a03,VM,L2 - D125 - Z1024 - SPRINKLER PRV ZONE 5-6 - VM,
126,2,1024,SPRINKLER PRV ZONE 6,a03,VM,L2 - D126 - Z1024 - SPRINKLER PRV ZONE 6 - VM,
1,3,48,IRD-ICG-L02-PFS-01 FIRE CONTROL,x02,OPT,L3 - D1 - Z48 - IRD-ICG-L02-PFS-01 FIRE CONTROL - OPT,IRD-ICG-L02-PFS-01
2,3,49,IRD-ICG-L02-FTL-01 RESI LOBBY,x02,OPT,L3 - D2 - Z49 - IRD-ICG-L02-FTL-01 RESI LOBBY - OPT,IRD-ICG-L02-FTL-01
3,3,49,IRD-ICG-L02-FTL-01 RESI LOBBY,x02,OPT,L3 - D3 - Z49 - IRD-ICG-L02-FTL-01 RESI LOBBY - OPT,IRD-ICG-L02-FTL-01
4,3,49,IRD-ICG-L02-FTL-03 PARCEL RM,x02,OPT,L3 - D4 - Z49 - IRD-ICG-L02-FTL-03 PARCEL RM - OPT,IRD-ICG-L02-FTL-03
5,3,49,IRD-ICG-L02-RET-04 RETAIL T02 08,x02,OPT,L3 - D5 - Z49 - IRD-ICG-L02-RET-04 RETAIL T02 08 - OPT,IRD-ICG-L02-RET-04
6,3,49,IRD-ICG-L02-BNA-03 UNUABLE,x02,OPT,L3 - D6 - Z49 - IRD-ICG-L02-BNA-03 UNUABLE - OPT,IRD-ICG-L02-BNA-03
7,3,49,IRD-ICG-L02-RET-02 RETAIL T02 09,x02,OPT,L3 - D7 - Z49 - IRD-ICG-L02-RET-02 RETAIL T02 09 - OPT,IRD-ICG-L02-RET-02
8,3,49,IRD-ICG-L02-SIC-09 COMMS CUPBOARD,x02,OPT,L3 - D8 - Z49 - IRD-ICG-L02-SIC-09 COMMS CUPBOARD - OPT,IRD-ICG-L02-SIC-09
9,3,49,IRD-ICG-L02-BTM-01 SERVICES ROOM,x02,OPT,L3 - D9 - Z49 - IRD-ICG-L02-BTM-01 SERVICES ROOM - OPT,IRD-ICG-L02-BTM-01
10,3,49,IRD-ICG-L02-SIC-20 COMMS CUPBOARD,x02,OPT,L3 - D10 - Z49 - IRD-ICG-L02-SIC-20 COMMS CUPBOARD - OPT,IRD-ICG-L02-SIC-20
11,3,48,IRD-ICG-L02-FTL-02 RESI LOBBY,x02,OPT,L3 - D11 - Z48 - IRD-ICG-L02-FTL-02 RESI LOBBY - OPT,IRD-ICG-L02-FTL-02
12,3,48,IRD-ICG-L02-BGD-01 BOH LIFT LOBBY,x02,OPT,L3 - D12 - Z48 - IRD-ICG-L02-BGD-01 BOH LIFT LOBBY - OPT,IRD-ICG-L02-BGD-01
13,3,48,IRD-ICG-L02-CSV-03 SERVICE CORRI,x02,OPT,L3 - D13 - Z48 - IRD-ICG-L02-CSV-03 SERVICE CORRI - OPT,IRD-ICG-L02-CSV-03
14,3,48,IRD-ICG-L02-RFB-05 F+B F02 06,x02,OPT,L3 - D14 - Z48 - IRD-ICG-L02-RFB-05 F+B F02 06 - OPT,IRD-ICG-L02-RFB-05
15,3,48,IRD-ICG-L02-BCS-01 LIFT ACCESS RM,x02,OPT,L3 - D15 - Z48 - IRD-ICG-L02-BCS-01 LIFT ACCESS RM - OPT,IRD-ICG-L02-BCS-01
16,3,48,IRD-ICG-L02-BGD-01 BOH LIFT LOBBY,x02,OPT,L3 - D16 - Z48 - IRD-ICG-L02-BGD-01 BOH LIFT LOBBY - OPT,IRD-ICG-L02-BGD-01
17,3,48,IRD-ICG-L02-RFB-05 F+B F02 06,x02,OPT,L3 - D17 - Z48 - IRD-ICG-L02-RFB-05 F+B F02 06 - OPT,IRD-ICG-L02-RFB-05
18,3,3301,IRD-ICG-L02-FTL-01 RESI DOOR,a03,DOOR,L3 - D18 - Z3301 - IRD-ICG-L02-FTL-01 RESI DOOR - DOOR,IRD-ICG-L02-FTL-01
19,3,49,IRD-IT4-L02-SEL-02 ELEC CUPBOARD,x02,OPT,L3 - D19 - Z49 - IRD-IT4-L02-SEL-02 ELEC CUPBOARD - OPT,IRD-IT4-L02-SEL-02
20,3,47,IRD-ICG-L02-LGL-103 ATRIUM LOBBY,x11,SOUND,L3 - D20 - Z47 - IRD-ICG-L02-LGL-103 ATRIUM LOBBY - SOUND,IRD-ICG-L02-LGL-103
21,3,47,IRD-ICG-L02-LGL-103 ATRIUM LOBBY,x11,SOUND,L3 - D21 - Z47 - IRD-ICG-L02-LGL-103 ATRIUM LOBBY - SOUND,IRD-ICG-L02-LGL-103
23,3,54,IRD-ICG-L03-SIC-10 COMMS CUPBOARD,x02,OPT,L3 - D23 - Z54 - IRD-ICG-L03-SIC-10 COMMS CUPBOARD - OPT,IRD-ICG-L03-SIC-10
24,3,54,IRD-ICG-L03-LGL-103 ATRIUM LOBBY,x11,SOUND,L3 - D24 - Z54 - IRD-ICG-L03-LGL-103 ATRIUM LOBBY - SOUND,IRD-ICG-L03-LGL-103
25,3,54,IRD-ICG-L03-LGL-103 ATRIUM LOBBY,x11,SOUND,L3 - D25 - Z54 - IRD-ICG-L03-LGL-103 ATRIUM LOBBY - SOUND,IRD-ICG-L03-LGL-103
26,3,60,IRD-IT4-L04-SFS-17 FIRE CUPBOARD,x02,OPT,L3 - D26 - Z60 - IRD-IT4-L04-SFS-17 FIRE CUPBOARD - OPT,IRD-IT4-L04-SFS-17
27,3,60,IRD-ICG-L04-CFS-01 CORRIDOR,x02,OPT,L3 - D27 - Z60 - IRD-ICG-L04-CFS-01 CORRIDOR - OPT,IRD-ICG-L04-CFS-01
28,3,60,IRD-ICG-L04-CFS-01 CORRIDOR,x02,OPT,L3 - D28 - Z60 - IRD-ICG-L04-CFS-01 CORRIDOR - OPT,IRD-ICG-L04-CFS-01
29,3,61,IRD-ICG-L04-BGD-01 BOH LOBBY,x02,OPT,L3 - D29 - Z61 - IRD-ICG-L04-BGD-01 BOH LOBBY - OPT,IRD-ICG-L04-BGD-01
30,3,61,IRD-ICG-L04-BCS-01 LIFT ACCESS RM,x02,OPT,L3 - D30 - Z61 - IRD-ICG-L04-BCS-01 LIFT ACCESS RM - OPT,IRD-ICG-L04-BCS-01
31,3,60,IRD-ICG-L04-CSV-03 BOH CORRIDOR,x02,OPT,L3 - D31 - Z60 - IRD-ICG-L04-CSV-03 BOH CORRIDOR - OPT,IRD-ICG-L04-CSV-03
32,3,60,IRD-ICG-L04-FTL-02 RESI LOBBY,x02,OPT,L3 - D32 - Z60 - IRD-ICG-L04-FTL-02 RESI LOBBY - OPT,IRD-ICG-L04-FTL-02
